interpro_id,keywords
IPR000670,"urotensin,ii,urotensin ii,ii receptor,urotensin,ii,urotensin ii,ii receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,blood,pressure,of blood,blood pressure,blood,vessel,diameter,maintenance,blood vessel,vessel diameter,diameter maintenance,size,of anatomical,structure size,vascular,circulatory,vascular process,process in,in circulatory,circulatory system,system process,communication,cell communication,signal,transduction,signal transduction,peptide,peptide receptor,receptor activity,tube,size,of tube,tube size,coupled,peptide,g protein,protein coupled,coupled peptide,peptide receptor,receptor activity,tube,diameter,of tube,tube diameter,transmembrane signaling,signaling receptor,receptor activity,blood,pressure,of blood,blood pressure,blood,circulation,blood circulation,circulatory,circulatory system,system process,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,quality,biological quality,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity,urotensin,ii,urotensin ii,ii receptor,receptor activity,multicellular,organismal,multicellular organismal,organismal process,blood,vessel,diameter,maintenance,blood vessel,vessel diameter,diameter maintenance"
IPR000671,"peptidase,a31,peptidase a31,a31 family,enzyme,activator,enzyme activator,activator activity,peptidase,peptidase activity,function,function regulator,regulator activity,function,activator,function activator,activator activity,enzyme,enzyme regulator,regulator activity,a protein,enzyme,activator,enzyme activator,activator activity,peptidase,peptidase activity"
IPR000672,"tetrahydrofolate,dehydrogenasecyclohydrolase,tetrahydrofolate dehydrogenasecyclohydrolase,methylenetetrahydrofolate,dehydrogenase,nadp,methylenetetrahydrofolate dehydrogenase,dehydrogenase nadp,nadp activity,the,ch,nh,donors,on the,the ch,ch nh,nh group,group of,of donors,the,ch,nh,donors,on the,the ch,ch nh,nh group,group of,of donors,nad,nadp,acceptor,nad or,or nadp,nadp as,as acceptor,methylenetetrahydrofolate,dehydrogenase,nadp,methylenetetrahydrofolate dehydrogenase,dehydrogenase nadp,nadp activity,methylenetetrahydrofolate,dehydrogenase,nadp,methylenetetrahydrofolate dehydrogenase,dehydrogenase nadp,nadp activity"
IPR000673,"signal,transduction,signal transduction,transduction response,response regulator,chemotaxis,glutamate,methylesterase,protein glutamate,glutamate methylesterase,phosphorelay,phosphorelay response,response regulator,regulator activity,glutamate,methylesterase,protein glutamate,glutamate methylesterase,methylesterase activity,phosphorelay,signal,transduction,phosphorelay signal,signal transduction,transduction system,chemotaxis,cytoplasm,phosphorelay,signal,transduction,phosphorelay signal,signal transduction,transduction system,carboxylic,ester,carboxylic ester,ester hydrolase,signal,transduction,intracellular signal,signal transduction,locomotion,communication,cell communication,taxis,signal,transduction,signal transduction,chemical,to chemical,glutamate,methylesterase,protein glutamate,glutamate methylesterase,methylesterase activity,phosphorelay,phosphorelay response,response regulator,regulator activity,cytoplasm,transducer,molecular transducer,transducer activity,methylesterase,protein methylesterase,methylesterase activity,ester,on ester,ester bonds,a protein,external,to external,external stimulus,chemotaxis"
IPR000674,"aldehyde,oxidasexanthine,dehydrogenase,aldehyde oxidasexanthine,oxidasexanthine dehydrogenase,ab,hammerhead,ab hammerhead"
IPR000677,"chitinase,chitinase like"
IPR000678,"nuclear,transition,nuclear transition,transition protein,protein 2,spermatogenesis,nucleosome,nucleus,nucleosome,reproductive,reproductive process,protein dna,dna complex,multicellular,organismal,reproductive,multicellular organismal,organismal reproductive,reproductive process,gamete,generation,gamete generation,spermatogenesis,non,intracellular non,non membrane,chromosome,developmental,developmental process,sexual,reproduction,sexual reproduction,multicellular,organismal,multicellular organismal,organismal process,nucleus,chromatin,multicellular,organism,reproduction,multicellular organism,organism reproduction,reproduction,male,gamete,generation,male gamete,gamete generation,developmental,involved,reproduction,developmental process,process involved,involved in,in reproduction,non,non membrane"
IPR000679,"zinc,finger,zinc finger,gata,gata type,sequence,specific,sequence specific,specific dna,templated,of dna,dna templated,templated transcription,of rna,of biosynthetic,rna biosynthetic,of metabolic,templated,of dna,dna templated,templated transcription,of gene,of macromolecule,of rna,rna biosynthetic,templated,dna templated,templated transcription,of primary,sequence,specific,sequence specific,specific dna,of macromolecule,of nucleobase,of nitrogen"
IPR000680,"borrelia,lipoprotein,borrelia lipoprotein"
IPR000681,"beta,adrenoceptor,beta 3,3 adrenoceptor,beta,adrenergic,beta adrenergic,adrenergic receptor,receptor activity,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,adenylate,cyclase,activating,coupled,pathway,adenylate cyclase,cyclase activating,activating g,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,adrenergic,adrenergic receptor,receptor activity,communication,cell communication,signal,transduction,signal transduction,adenylate,cyclase,activating,coupled,pathway,adenylate cyclase,cyclase activating,activating g,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,transmembrane signaling,signaling receptor,receptor activity,coupled,amine,g protein,protein coupled,coupled amine,amine receptor,receptor activity,beta,adrenergic,beta adrenergic,adrenergic receptor,receptor activity,transducer,molecular transducer,transducer activity,signaling receptor,receptor activity,adenylate,cyclase,modulating,coupled,pathway,adenylate cyclase,cyclase modulating,modulating g,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,pathway,g protein,protein coupled,coupled receptor,receptor signaling,signaling pathway,coupled,g protein,protein coupled,coupled receptor,receptor activity"
IPR000682,"isoaspartated,aspartate,methyltransferase,protein l,l isoaspartated,isoaspartated aspartate,aspartate o,o methyltransferase,isoaspartate,aspartate,methyltransferase,protein l,l isoaspartate,isoaspartate d,d aspartate,aspartate o,o methyltransferase,methyltransferase activity,modification,protein modification,modification process,one,transferring one,one carbon,carbon groups,methyltransferase,protein methyltransferase,methyltransferase activity,methyltransferase,methyltransferase activity,modification,protein modification,modification process,modification,macromolecule modification,methyltransferase,o methyltransferase,methyltransferase activity,adenosylmethionine,methyltransferase,s adenosylmethionine,adenosylmethionine dependent,dependent methyltransferase,methyltransferase activity,isoaspartate,aspartate,methyltransferase,protein l,l isoaspartate,isoaspartate d,d aspartate,aspartate o,o methyltransferase,methyltransferase activity,carboxyl,methyltransferase,protein carboxyl,carboxyl o,o methyltransferase,methyltransferase activity,carboxyl,methyltransferase,carboxyl o,o methyltransferase,methyltransferase activity,a protein"
IPR000683,"gfoidhmoca,gfoidhmoca like,like oxidoreductase,nucleotide binding,nucleotide binding,phosphate binding,heterocyclic,heterocyclic compound,molecule binding"
IPR000684,"polymerase,ii,rna polymerase,polymerase ii,heptapeptide,repeat,heptapeptide repeat,eukaryotic,by,polymerase,ii,transcription by,by rna,rna polymerase,polymerase ii,by,polymerase,ii,transcription by,by rna,rna polymerase,polymerase ii,rna biosynthetic,templated,dna templated,templated transcription"
IPR000685,"ribulose,bisphosphate,carboxylase,ribulose bisphosphate,bisphosphate carboxylase,large,large subunit,magnesium,magnesium ion,ribulose,bisphosphate,carboxylase,ribulose bisphosphate,bisphosphate carboxylase,carboxylase activity,cation binding,magnesium,magnesium ion,lyase,carbon carbon,carbon lyase,lyase activity,lyase,lyase activity,ribulose,bisphosphate,carboxylase,ribulose bisphosphate,bisphosphate carboxylase,carboxylase activity,carboxy,lyase,carboxy lyase,lyase activity"
IPR000686,"fanconi,anaemia,fanconi anaemia,anaemia group,group c,c protein,interstrand,cross,link,repair,interstrand cross,cross link,link repair,fanconi,anaemia,nuclear,fanconi anaemia,anaemia nuclear,nuclear complex,nuclear,nuclear protein,repair,dna repair,interstrand,cross,link,repair,interstrand cross,cross link,link repair,dna metabolic,stress,to stress,damage,dna damage,damage response,stress,to stress,nucleus,fanconi,anaemia,nuclear,fanconi anaemia,anaemia nuclear,nuclear complex"
IPR000687,"rio,kinase,rio kinase,serinethreonine,kinase,protein serinethreonine,serinethreonine kinase,kinase activity,atp binding,nucleotide binding,purine,ribonucleoside,triphosphate,purine ribonucleoside,ribonucleoside triphosphate,triphosphate binding,adenyl,adenyl nucleotide,nucleotide binding,transferring phosphorus,containing groups,serinethreonine,kinase,protein serinethreonine,serinethreonine kinase,kinase activity,adenyl,ribonucleotide,adenyl ribonucleotide,ribonucleotide binding,heterocyclic,heterocyclic compound,kinase,kinase activity,purine,purine nucleotide,nucleotide binding,ribonucleotide,ribonucleotide binding,anion binding,purine,ribonucleotide,purine ribonucleotide,ribonucleotide binding,atp binding,kinase,protein kinase,kinase activity,molecule binding,phosphotransferase,phosphotransferase activity,alcohol,acceptor,alcohol group,group as,as acceptor,derivative binding,phosphate binding,a protein"
IPR000688,"hydrogenase,maturation,hypahybf,hydrogenase maturation,maturation factor,factor hypahybf,nickel,nickel cation,cation binding,maturation,protein maturation,nickel,nickel cation,cation binding,cation binding,maturation,protein maturation,transition,transition metal"
IPR000689,"ubiquinone,biosynthesis,monooxygenase,coq6,ubiquinone biosynthesis,biosynthesis monooxygenase,monooxygenase coq6,octaprenyl,methoxyphenol,hydroxylase,2 octaprenyl,octaprenyl 6,6 methoxyphenol,methoxyphenol hydroxylase,hydroxylase activity,ubiquinone,ubiquinone biosynthetic,paired,donors,on paired,paired donors,with,incorporation,reduction,oxygen,with incorporation,incorporation or,or reduction,reduction of,of molecular,molecular oxygen,ubiquinone,ubiquinone biosynthetic,ketone,cellular ketone,ketone metabolic,ketone,ketone biosynthetic,molecule biosynthetic,ubiquinone,ubiquinone metabolic,octaprenyl,methoxyphenol,hydroxylase,2 octaprenyl,octaprenyl 6,6 methoxyphenol,methoxyphenol hydroxylase,hydroxylase activity,quinone,quinone biosynthetic,quinone,quinone metabolic"
IPR000690,"matrinu1,matrinu1 c,c2h2,zinc,finger,c2h2 type,type zinc,zinc finger,zinc,zinc ion,nucleus,cation binding,transition,transition metal,nucleus,zinc,zinc ion"
IPR000691,"proteinase,inhibitor,i16,proteinase inhibitor,inhibitor i16,streptomyces,subtilisin,inhibitor,streptomyces subtilisin,subtilisin type,type inhibitor,serine,endopeptidase,inhibitor,serine type,type endopeptidase,endopeptidase inhibitor,inhibitor activity,peptidase,peptidase regulator,regulator activity,function,function regulator,regulator activity,serine,endopeptidase,inhibitor,serine type,type endopeptidase,endopeptidase inhibitor,inhibitor activity,enzyme,inhibitor,enzyme inhibitor,inhibitor activity,endopeptidase,inhibitor,endopeptidase inhibitor,inhibitor activity,peptidase,inhibitor,peptidase inhibitor,inhibitor activity,endopeptidase,endopeptidase regulator,regulator activity,enzyme,enzyme regulator,regulator activity,function,inhibitor,function inhibitor,inhibitor activity"
IPR000692,"rrna,methyltransferase,fibrillarin,rrna 2,2 o,o methyltransferase,methyltransferase fibrillarin,fibrillarin like,rna binding,methyltransferase,methyltransferase activity,rrna,processing,rrna processing,ncrna,ncrna metabolic,biogenesis,component biogenesis,one,transferring one,one carbon,carbon groups,organization,biogenesis,component organization,organization or,or biogenesis,ribonucleoprotein,biogenesis,ribonucleoprotein complex,complex biogenesis,methyltransferase,methyltransferase activity,rrna,rrna metabolic,ncrna,processing,ncrna processing,processing,rna processing,rrna,processing,rrna processing,ribosome,biogenesis,ribosome biogenesis,rna binding"
IPR000697,"wh1evh1,wh1evh1 domain"
IPR000698,"arrestin,signal,transduction,signal transduction,communication,cell communication,signal,transduction,signal transduction"
IPR000699,"rih,rih domain,calcium,channel,calcium channel,channel activity,calcium,calcium ion,ion transmembrane,transmembrane transport,transmembrane transporter,transporter activity,monoatomic,monoatomic cation,cation transport,monoatomic,monoatomic ion,ion transmembrane,transmembrane transporter,transporter activity,calcium,calcium ion,ion transport,calcium,calcium ion,ion transmembrane,transmembrane transporter,transporter activity,salt,salt transmembrane,transmembrane transporter,transporter activity,transmembrane transport,monoatomic,monoatomic cation,cation transmembrane,transmembrane transporter,transporter activity,monoatomic,channel,monoatomic ion,ion channel,channel activity,inorganic,inorganic cation,cation transmembrane,transmembrane transport,ion transmembrane,transmembrane transporter,transporter activity,channel,channel activity,calcium,channel,calcium channel,channel activity,inorganic,inorganic molecular,molecular entity,entity transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic ion,ion transmembrane,transmembrane transport,inorganic,inorganic ion,ion transmembrane,transmembrane transport,ion transport,transporter activity,monoatomic,channel,monoatomic cation,cation channel,channel activity,inorganic,inorganic cation,cation transmembrane,transmembrane transporter,transporter activity,monoatomic,monoatomic ion,ion transport,calcium,calcium ion,ion transmembrane,transmembrane transport,substance transport,monoatomic,monoatomic cation,cation transmembrane,transmembrane transport,passive,passive transmembrane,transmembrane transporter,transporter activity"
